,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
14677,ENSG00000213066,HGNC:17012,Approved,CEP43,centrosomal protein 43,11116,uc003qvj.5,NM_007045
14678,ENSG00000138641,HGNC:4876,Approved,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3,8916,uc003hrw.2,NM_014606
14679,ENSG00000100426,HGNC:20721,Approved,ZBED4,zinc finger BED-type containing 4,9889,uc003bix.3,NM_014838
14680,ENSG00000179058,HGNC:23677,Approved,C9orf50,chromosome 9 open reading frame 50,375759,uc004byc.4,NM_199350
14681,ENSG00000008256,HGNC:9504,Approved,CYTH3,cytohesin 3,9265,uc003spt.4,NM_004227
14682,ENSG00000137076,HGNC:11845,Approved,TLN1,talin 1,7094,uc003zxt.3,NM_006289
14683,ENSG00000115590,HGNC:5994,Approved,IL1R2,interleukin 1 receptor type 2,7850,uc002tbm.4,NM_004633
14684,ENSG00000134470,HGNC:5978,Approved,IL15RA,interleukin 15 receptor subunit alpha,3601,uc021pmo.2,NM_172200
14685,ENSG00000134470,HGNC:5978,Approved,IL15RA,interleukin 15 receptor subunit alpha,3601,uc021pmo.2,NM_002189
14686,ENSG00000222018,HGNC:39602,Approved,C21orf140,chromosome 21 open reading frame 140,101928147,,NM_001282537
14687,ENSG00000226003,HGNC:53661,Approved,PPIAP37,peptidylprolyl isomerase A pseudogene 37,111082976,,NG_065986
14688,ENSG00000235329,,,,,,,
14689,ENSG00000169220,HGNC:9996,Approved,RGS14,regulator of G protein signaling 14,10636,uc003mgf.4,NM_006480
14690,ENSG00000124243,HGNC:14367,Approved,BCAS4,breast carcinoma amplified sequence 4,55653,uc002xvr.5,NM_017843
14691,ENSG00000171944,HGNC:19580,Approved,OR52A5,olfactory receptor family 52 subfamily A member 5,390054,uc010qyx.2,NM_001005160
14692,ENSG00000260913,HGNC:49870,Approved,LINC01254,long intergenic non-protein coding RNA 1254,101927350,,NR_110775
14693,ENSG00000168724,HGNC:27030,Approved,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21,134218,uc003jjc.4,NM_194283
14694,ENSG00000148429,HGNC:16858,Approved,USP6NL,USP6 N-terminal like,9712,uc001iks.1,NM_014688
14695,ENSG00000253956,,,,,,,
14696,ENSG00000125901,HGNC:14045,Approved,MRPS26,mitochondrial ribosomal protein S26,64949,uc002whs.4,NM_030811
14697,ENSG00000118526,HGNC:11632,Approved,TCF21,transcription factor 21,6943,uc003qei.5,NM_198392
14698,ENSG00000255864,,,,,,,
14699,ENSG00000217488,,,,,,,
14700,ENSG00000149582,HGNC:25890,Approved,TMEM25,transmembrane protein 25,84866,uc010rye.3,NM_032780
14701,ENSG00000182255,HGNC:6222,Approved,KCNA4,potassium voltage-gated channel subfamily A member 4,3739,uc001msk.4,NM_002233
14702,ENSG00000250669,,,,,,,
14703,ENSG00000008323,HGNC:25562,Approved,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,55200,uc001qnr.4,NM_018173
14704,ENSG00000177468,HGNC:18003,Approved,OLIG3,oligodendrocyte transcription factor 3,167826,uc003qhp.2,NM_175747
14705,ENSG00000164484,HGNC:21075,Approved,TMEM200A,transmembrane protein 200A,114801,uc003qca.5,NM_052913
14706,ENSG00000096070,HGNC:14256,Approved,BRPF3,bromodomain and PHD finger containing 3,27154,uc003olv.5,NM_015695
14707,ENSG00000238079,,,,,,,
14708,ENSG00000262560,,,,,,,
14709,ENSG00000116183,HGNC:14615,Approved,PAPPA2,pappalysin 2,60676,uc001gkz.4,NM_020318
14710,ENSG00000231585,,,,,,,
14711,ENSG00000160678,HGNC:10486,Approved,S100A1,S100 calcium binding protein A1,6271,uc001fck.1,NM_006271
14712,ENSG00000125450,HGNC:8734,Approved,NUP85,nucleoporin 85,79902,uc002jng.2,NM_024844
14713,ENSG00000164175,HGNC:16472,Approved,SLC45A2,solute carrier family 45 member 2,51151,uc003jid.4,NM_016180
14714,ENSG00000197776,HGNC:19836,Approved,KLHDC1,kelch domain containing 1,122773,uc001www.3,NM_172193
14715,ENSG00000170290,HGNC:11089,Approved,SLN,sarcolipin,6588,uc058hag.1,NM_003063
14716,ENSG00000110079,HGNC:13371,Approved,MS4A4A,membrane spanning 4-domains A4A,51338,uc001noz.4,NM_001243266
14717,ENSG00000184761,HGNC:27164,Approved,PRSS40B,serine protease 40B (pseudogene),646743,,NR_033930
14718,ENSG00000146426,HGNC:11806,Approved,TIAM2,TIAM Rac1 associated GEF 2,26230,uc003qqb.3,NM_012454
14719,ENSG00000134825,HGNC:1164,Approved,TMEM258,transmembrane protein 258,746,uc001nsf.4,NM_014206
14720,ENSG00000253345,HGNC:5673,Approved,IGHVII-22-1,immunoglobulin heavy variable (II)-22-1 (pseudogene),28374,,NG_001019
14721,ENSG00000180616,HGNC:11331,Approved,SSTR2,somatostatin receptor 2,6752,uc002jje.4,NM_001050
14722,ENSG00000164620,HGNC:26902,Approved,RELL2,RELT like 2,285613,uc003lli.4,NM_173828
14723,ENSG00000137809,HGNC:6136,Approved,ITGA11,integrin subunit alpha 11,22801,uc002ari.4,NM_012211
14724,ENSG00000155099,HGNC:25452,Approved,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",55529,uc003yes.5,NM_018710
14725,ENSG00000148832,HGNC:20837,Approved,PAOX,polyamine oxidase,196743,uc001lmv.5,NM_152911
14726,ENSG00000258007,,,,,,,
14727,ENSG00000162892,HGNC:11346,Approved,IL24,interleukin 24,11009,uc001hew.3,NM_006850
14728,ENSG00000255566,,,,,,,
14729,ENSG00000077809,,,,,,,
14730,ENSG00000007216,HGNC:10917,Approved,SLC13A2,solute carrier family 13 member 2,9058,uc002hbh.4,NM_003984
14731,ENSG00000031081,HGNC:29216,Approved,ARHGAP31,Rho GTPase activating protein 31,57514,uc003ecj.5,NM_020754
14732,ENSG00000146707,HGNC:9203,Approved,POMZP3,POM121 and ZP3 fusion,22932,uc003uft.4,NM_012230
14733,ENSG00000224686,HGNC:38159,Approved,ELOCP23,elongin C pseudogene 23,100462881,,NG_021970
14734,ENSG00000264339,,,,,,,
14735,ENSG00000250509,,,,,,,
14736,ENSG00000105428,HGNC:17726,Approved,ZNRF4,zinc and ring finger 4,148066,uc002mca.5,NM_181710
14737,ENSG00000170959,HGNC:20625,Approved,DCDC1,doublecortin domain containing 1,341019,uc001msv.4,NM_181807
14738,ENSG00000263766,HGNC:55336,Approved,KPNB1-DT,KPNB1 divergent transcript,112268184,,NR_171699
14739,ENSG00000254090,HGNC:42139,Approved,MTND2P32,MT-ND2 pseudogene 32,100873237,,NG_032444
14740,ENSG00000058272,HGNC:7618,Approved,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,4659,uc010sud.2,NM_002480
14741,ENSG00000197111,HGNC:8648,Approved,PCBP2,poly(rC) binding protein 2,5094,uc001sdb.5,NM_005016
14742,ENSG00000197079,HGNC:6453,Approved,KRT35,keratin 35,3886,uc002hws.4,NM_002280
14743,ENSG00000134684,HGNC:12840,Approved,YARS1,tyrosyl-tRNA synthetase 1,8565,uc001bvy.2,NM_003680
14744,ENSG00000215540,HGNC:23260,Approved,RBMY2CP,"RNA binding motif protein Y-linked family 2 member C, pseudogene",140123,,NG_003042
14745,ENSG00000090534,HGNC:11795,Approved,THPO,thrombopoietin,7066,uc003fol.2,NM_000460
14746,ENSG00000106069,HGNC:1944,Approved,CHN2,chimerin 2,1124,uc003szz.4,NM_004067
14747,ENSG00000248673,HGNC:50538,Approved,LINC01331,long intergenic non-protein coding RNA 1331,104310351,,NR_126354
14748,ENSG00000114784,HGNC:30792,Approved,EIF1B,eukaryotic translation initiation factor 1B,10289,uc003ckc.5,NM_005875
14749,ENSG00000226825,HGNC:51193,Approved,LINC01509,long intergenic non-protein coding RNA 1509,101928720,,NR_121581
14750,ENSG00000225644,HGNC:33460,Approved,RPL35AP4,ribosomal protein L35a pseudogene 4,100048922,,NG_009762
14751,ENSG00000178685,HGNC:25895,Approved,PARP10,poly(ADP-ribose) polymerase family member 10,84875,uc003zal.5,NM_032789
14752,ENSG00000101474,HGNC:13238,Approved,APMAP,adipocyte plasma membrane associated protein,57136,uc002wty.4,NM_020531
14753,ENSG00000125965,HGNC:4220,Approved,GDF5,growth differentiation factor 5,8200,uc032phz.2,NM_000557
14754,ENSG00000167094,HGNC:26536,Approved,TTC16,tetratricopeptide repeat domain 16,158248,uc004brq.2,NM_144965
14755,ENSG00000144891,HGNC:336,Approved,AGTR1,angiotensin II receptor type 1,185,uc003ewj.4,NM_000685
14756,ENSG00000238207,,,,,,,
14757,ENSG00000253147,,,,,,,
14758,ENSG00000139370,HGNC:23090,Approved,SLC15A4,solute carrier family 15 member 4,121260,uc001uhu.3,NM_145648
14759,ENSG00000248821,,,,,,,
14760,ENSG00000117601,HGNC:775,Approved,SERPINC1,serpin family C member 1,462,uc001gjt.4,NM_000488
14761,ENSG00000021826,HGNC:2323,Approved,CPS1,carbamoyl-phosphate synthase 1,1373,uc002vee.5,NM_001122633
14762,ENSG00000224099,,,,,,,
14763,ENSG00000235447,HGNC:50347,Approved,TRAPPC13P1,trafficking protein particle complex 13 pseudogene 1,646193,,NG_022906
14764,ENSG00000176153,HGNC:4554,Approved,GPX2,glutathione peroxidase 2,2877,uc021ruq.3,NM_002083
14765,ENSG00000198305,,,,,,,
14766,ENSG00000175946,HGNC:34435,Approved,KLHL38,kelch like family member 38,340359,uc003yqs.2,NM_001081675
14767,ENSG00000077616,HGNC:14526,Approved,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,10003,uc001pdf.5,NM_005467
14768,ENSG00000146809,HGNC:19767,Approved,ASB15,ankyrin repeat and SOCS box containing 15,142685,uc003vkv.2,NM_001290258
14769,ENSG00000183900,,,,,,,
14770,ENSG00000130713,HGNC:17097,Approved,EXOSC2,exosome component 2,23404,uc004bzu.4,NM_014285
14771,ENSG00000138399,HGNC:26150,Approved,FASTKD1,FAST kinase domains 1,79675,uc002uev.6,NM_024622
14772,ENSG00000116473,HGNC:9855,Approved,RAP1A,"RAP1A, member of RAS oncogene family",5906,uc001ebi.4,NM_002884
14773,ENSG00000183340,HGNC:6200,Approved,JRKL,JRK like,8690,uc009ywu.5,NM_003772
14774,ENSG00000105982,HGNC:17118,Approved,RNF32,ring finger protein 32,140545,uc010lqm.4,NM_030936
14775,ENSG00000163121,HGNC:25162,Approved,NEURL3,neuralized E3 ubiquitin protein ligase 3,93082,uc010yup.3,NM_138397
14776,ENSG00000138031,HGNC:234,Approved,ADCY3,adenylate cyclase 3,109,uc002rfs.5,NM_001320613
14777,ENSG00000180053,HGNC:32940,Approved,NKX2-6,NK2 homeobox 6,137814,uc011kzy.3,NM_001136271
14778,ENSG00000233653,HGNC:37756,Approved,CICP7,capicua transcriptional repressor pseudogene 7,100288667,,NG_028822
14779,ENSG00000231857,HGNC:35425,Approved,MORF4L1P5,mortality factor 4 like 1 pseudogene 5,100129288,,NG_022605
14780,ENSG00000182450,HGNC:6279,Approved,KCNK4,potassium two pore domain channel subfamily K member 4,50801,uc001nzj.2,NM_033311
14781,ENSG00000174428,HGNC:33125,Approved,GTF2IRD2B,GTF2I repeat domain containing 2B,389524,uc003ubt.4,NM_001003795
14782,ENSG00000122986,HGNC:28240,Approved,HVCN1,hydrogen voltage gated channel 1,84329,uc001trs.3,NM_032369
14783,ENSG00000137200,HGNC:21077,Approved,CMTR1,cap methyltransferase 1,23070,,NM_015050
14784,ENSG00000109208,HGNC:19216,Approved,SMR3A,submaxillary gland androgen regulated protein 3A,26952,uc003hfg.2,NM_012390
14785,ENSG00000253369,,,,,,,
14786,ENSG00000261770,,,,,,,
14787,ENSG00000248878,,,,,,,
14788,ENSG00000184560,HGNC:27315,Approved,SPEM2,SPEM family member 2,201243,uc002ggw.4,NM_175734
14789,ENSG00000187812,HGNC:55708,Approved,GOLGA6EP,"golgin A6 family member E, pseudogene",441728,,XR_932489
14790,ENSG00000130699,HGNC:11537,Approved,TAF4,TATA-box binding protein associated factor 4,6874,uc002ybs.3,NM_003185
14791,ENSG00000162104,HGNC:240,Approved,ADCY9,adenylate cyclase 9,115,uc002cvx.4,NM_001116
14792,ENSG00000107831,HGNC:3686,Approved,FGF8,fibroblast growth factor 8,2253,uc001ktq.3,NM_006119
14793,ENSG00000107831,HGNC:3686,Approved,FGF8,fibroblast growth factor 8,2253,uc001ktq.3,NM_033165
14794,ENSG00000135835,HGNC:29327,Approved,KIAA1614,KIAA1614,57710,uc001gok.3,NM_020950
14795,ENSG00000112486,HGNC:1607,Approved,CCR6,C-C motif chemokine receptor 6,1235,uc010kkm.3,NM_001394582
14796,ENSG00000260234,,,,,,,
14797,ENSG00000226272,HGNC:40792,Approved,ARHGAP26-AS1,ARHGAP26 antisense RNA 1,100874239,uc003lmv.4,NR_046680
14798,ENSG00000256196,,,,,,,
14799,ENSG00000137486,HGNC:711,Approved,ARRB1,arrestin beta 1,408,uc001owf.3,NM_004041
14800,ENSG00000122390,HGNC:25875,Approved,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",79903,uc002cvh.5,NM_024845
14801,ENSG00000169756,HGNC:6616,Approved,LIMS1,LIM zinc finger domain containing 1,3987,uc002teh.3,NM_004987
14802,ENSG00000253595,HGNC:50460,Approved,LINC01300,long intergenic non-protein coding RNA 1300,731779,,NR_024441
14803,ENSG00000271147,HGNC:42000,Approved,ARMCX5-GPRASP2,ARMCX5-GPRASP2 readthrough,100528062,uc065ajt.1,NM_001199818.1
14804,ENSG00000180061,HGNC:34415,Approved,TMEM150B,transmembrane protein 150B,284417,uc010yfu.3,NM_001085488
14805,ENSG00000270500,HGNC:32374,Approved,COX6CP4,cytochrome c oxidase subunit 6C pseudogene 4,100288892,,NG_012732
14806,ENSG00000240224,,,,,,,
14807,ENSG00000163098,HGNC:14878,Approved,BIRC8,baculoviral IAP repeat containing 8,112401,uc002qbk.4,NR_159880
14808,ENSG00000165323,HGNC:23112,Approved,FAT3,FAT atypical cadherin 3,120114,uc001pdj.5,NM_001008781
14809,ENSG00000068078,HGNC:3690,Approved,FGFR3,fibroblast growth factor receptor 3,2261,uc003gdr.3,NM_000142
14810,ENSG00000103528,HGNC:24119,Approved,SYT17,synaptotagmin 17,51760,uc002dfw.4,NM_016524
14811,ENSG00000257035,,,,,,,
14812,ENSG00000182154,HGNC:14492,Approved,MRPL41,mitochondrial ribosomal protein L41,64975,uc004cnh.5,NM_032477
14813,ENSG00000198561,HGNC:2515,Approved,CTNND1,catenin delta 1,1500,uc021qjk.2,NM_001331
14814,ENSG00000101951,HGNC:4108,Approved,PAGE4,PAGE family member 4,9506,uc064zfy.1,NM_001318877
14815,ENSG00000229334,HGNC:41082,Approved,TMEM44-AS2,TMEM44 antisense RNA 2,122152323,,
14816,ENSG00000214719,,,,,,,
14817,ENSG00000004777,HGNC:23085,Approved,ARHGAP33,Rho GTPase activating protein 33,115703,uc002obs.3,NM_052948
14818,ENSG00000174028,HGNC:34501,Approved,FAM3C2P,"family with sequence similarity 3 member C2, pseudogene",286460,,NG_002950
14819,ENSG00000257931,,,,,,,
14820,ENSG00000204267,HGNC:44,Approved,TAP2,"transporter 2, ATP binding cassette subfamily B member",6891,uc063nrw.1,NM_000544
14821,ENSG00000099725,HGNC:9444,Approved,PRKY,protein kinase Y-linked (pseudogene),5616,,NR_028062
14822,ENSG00000136877,HGNC:3824,Approved,FPGS,folylpolyglutamate synthase,2356,uc004bsg.3,NM_001018078
14823,ENSG00000254064,HGNC:55522,Approved,PIWIL2-DT,PIWIL2 divergent transcript,100507071,,NR_134293
14824,ENSG00000189375,HGNC:26858,Approved,TBC1D28,TBC1 domain family member 28,254272,uc002gud.2,NM_001039397
14825,ENSG00000266024,,,,,,,
14826,ENSG00000144843,HGNC:269,Approved,ADPRH,ADP-ribosylarginine hydrolase,141,uc062mux.1,NM_001125
14827,ENSG00000172717,HGNC:20101,Approved,GARIN2,golgi associated RAB2 interactor family member 2,161142,uc001xja.2,NM_173526
14828,ENSG00000147813,HGNC:30450,Approved,NAPRT,nicotinate phosphoribosyltransferase,93100,,NM_145201
14829,ENSG00000163754,HGNC:4699,Approved,GYG1,glycogenin 1,2992,uc003ewo.4,NM_004130
14830,ENSG00000169035,HGNC:6368,Approved,KLK7,kallikrein related peptidase 7,5650,uc002puo.4,NM_005046
14831,ENSG00000227995,HGNC:45188,Approved,RAB11AP1,"RAB11A, member RAS oncogene family pseudogene 1",100129731,,NG_022154
14832,ENSG00000188522,HGNC:32554,Approved,FAM83G,family with sequence similarity 83 member G,644815,uc002guw.4,NM_001039999
14833,ENSG00000145040,HGNC:18414,Approved,UCN2,urocortin 2,90226,uc003cty.2,NM_033199
14834,ENSG00000188171,HGNC:30461,Approved,ZNF626,zinc finger protein 626,199777,uc060wew.1,NM_145297
14835,ENSG00000163424,HGNC:26553,Approved,TEX55,testis expressed 55,152405,uc003ecb.1,NM_152539
14836,ENSG00000241550,HGNC:46057,Approved,RN7SL41P,"RNA, 7SL, cytoplasmic 41, pseudogene",106480933,uc064nyc.1,NG_043212
14837,ENSG00000084453,HGNC:10956,Approved,SLCO1A2,solute carrier organic anion transporter family member 1A2,6579,uc001res.3,NM_021094
14838,ENSG00000170381,HGNC:10727,Approved,SEMA3E,semaphorin 3E,9723,uc003uhy.3,NM_012431
14839,ENSG00000047621,HGNC:1184,Approved,C12orf4,chromosome 12 open reading frame 4,57102,uc001qms.4,NM_020374
14840,ENSG00000186517,HGNC:27414,Approved,ARHGAP30,Rho GTPase activating protein 30,257106,uc001fxl.4,NM_181720
14841,ENSG00000175513,HGNC:26555,Approved,TSGA10IP,testis specific 10 interacting protein,254187,uc031xsf.2,NM_152762
14842,ENSG00000196345,HGNC:12955,Approved,ZKSCAN7,zinc finger with KRAB and SCAN domains 7,55888,uc003cnj.5,NM_018651
14843,ENSG00000253317,,,,,,,
14844,ENSG00000125779,HGNC:15894,Approved,PANK2,pantothenate kinase 2,80025,uc002wkc.3,NM_024960
14845,ENSG00000162909,HGNC:1479,Approved,CAPN2,calpain 2,824,uc001hob.5,NM_001748
14846,ENSG00000232204,HGNC:33586,Approved,TET1P1,tet methylcytosine dioxygenase 1 pseudogene 1,441662,,NG_006594
14847,ENSG00000175398,HGNC:15378,Approved,OR10P1,olfactory receptor family 10 subfamily P member 1,121130,uc010spq.3,NM_206899
14848,ENSG00000249239,HGNC:55465,Approved,RACK1P3,RACK1 pseudogene 3,100422562,,NG_025141
14849,ENSG00000142675,HGNC:19700,Approved,CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256,uc001blm.5,NM_006314
14850,ENSG00000166747,HGNC:555,Approved,AP1G1,adaptor related protein complex 1 subunit gamma 1,164,uc010cgg.4,NM_001030007
14851,ENSG00000234899,HGNC:49321,Approved,SOX9-AS1,SOX9 antisense RNA 1,400618,,NR_103738
14852,ENSG00000168135,HGNC:6265,Approved,KCNJ4,potassium inwardly rectifying channel subfamily J member 4,3761,uc003avt.3,NM_004981
14853,ENSG00000198965,HGNC:14820,Approved,OR10R2,olfactory receptor family 10 subfamily R member 2,343406,uc010pik.2,NM_001004472
14854,ENSG00000249731,,,,,,,
14855,ENSG00000145736,HGNC:4656,Approved,GTF2H2,general transcription factor IIH subunit 2,2966,uc003kav.6,NM_001515
14856,ENSG00000115085,HGNC:12858,Approved,ZAP70,zeta chain of T cell receptor associated protein kinase 70,7535,uc002syd.2,NM_001079
14857,ENSG00000219928,,,,,,,
14858,ENSG00000174516,HGNC:30010,Approved,PELI3,pellino E3 ubiquitin protein ligase family member 3,246330,uc001oid.5,NM_145065
14859,ENSG00000115128,HGNC:30096,Approved,SF3B6,splicing factor 3b subunit 6,51639,,NM_016047
14860,ENSG00000132640,HGNC:15854,Approved,BTBD3,BTB domain containing 3,22903,uc002wny.5,NM_001282550
14861,ENSG00000171960,HGNC:14651,Approved,PPIH,peptidylprolyl isomerase H,10465,uc001chq.4,NM_006347
14862,ENSG00000205944,HGNC:15964,Approved,DAZ2,deleted in azoospermia 2,57055,uc065cvg.1,NM_020363
14863,ENSG00000168852,HGNC:42356,Approved,TPTE2P5,TPTE2 pseudogene 5,100616668,,NR_038258
14864,ENSG00000060688,HGNC:30857,Approved,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,9410,uc001bso.4,NM_004814
14865,ENSG00000242384,,,,,,,
14866,ENSG00000101057,HGNC:7548,Approved,MYBL2,MYB proto-oncogene like 2,4605,uc002xlb.3,NM_002466
14867,ENSG00000226193,,,,,,,
14868,ENSG00000196289,HGNC:38606,Approved,BECN2,beclin 2,441925,,NM_001290693
14869,ENSG00000258051,,,,,,,
14870,ENSG00000148053,HGNC:8032,Approved,NTRK2,neurotrophic receptor tyrosine kinase 2,4915,uc064uau.1,NM_001007097
14871,ENSG00000183628,HGNC:2846,Approved,DGCR6,DiGeorge syndrome critical region gene 6,8214,uc002zoh.4,NM_005675
14872,ENSG00000167244,HGNC:5466,Approved,IGF2,insulin like growth factor 2,3481,uc001lvg.4,NM_000612
14873,ENSG00000259929,,,,,,,
14874,ENSG00000267385,,,,,,,
14875,ENSG00000225564,HGNC:51149,Approved,LINC01492,long intergenic non-protein coding RNA 1492,101928496,,NR_121578
14876,ENSG00000232560,HGNC:1277,Approved,LINC01549,long intergenic non-protein coding RNA 1549,100505929,,NR_037585
14877,ENSG00000235857,HGNC:23940,Approved,CTBP2P1,CTBP2 pseudogene 1,352905,,NG_002808
14878,ENSG00000187258,HGNC:23631,Approved,NPSR1,neuropeptide S receptor 1,387129,uc003teg.1,NM_207173
14879,ENSG00000125899,HGNC:16180,Approved,LINC02871,long intergenic non-protein coding RNA 2871,728434,uc061vke.1,NR_146878
14880,ENSG00000167371,HGNC:30500,Approved,PRRT2,proline rich transmembrane protein 2,112476,uc002due.4,NM_145239
14881,ENSG00000217239,,,,,,,
14882,ENSG00000236497,HGNC:52532,Approved,LINC01744,long intergenic non-protein coding RNA 1744,101927683,,NR_110683
14883,ENSG00000001461,HGNC:25233,Approved,NIPAL3,NIPA like domain containing 3,57185,uc001bjh.4,NM_020448
14884,ENSG00000189108,HGNC:5997,Approved,IL1RAPL2,interleukin 1 receptor accessory protein like 2,26280,uc004elz.1,NM_017416
14885,ENSG00000236665,,,,,,,
14886,ENSG00000220643,,,,,,,
14887,ENSG00000228360,,,,,,,
14888,ENSG00000100889,HGNC:8725,Approved,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",5106,uc001wlt.4,NM_001018073
14889,ENSG00000105556,HGNC:29210,Approved,MIER2,MIER family member 2,54531,uc002lok.2,NM_017550
14890,ENSG00000230696,,,,,,,
14891,ENSG00000040933,HGNC:6074,Approved,INPP4A,inositol polyphosphate-4-phosphatase type I A,3631,uc010yvk.3,NM_001566
14892,ENSG00000224905,,,,,,,
14893,ENSG00000118965,HGNC:29250,Approved,WDR35,WD repeat domain 35,57539,uc002rdj.5,NM_020779
14894,ENSG00000119725,HGNC:20144,Approved,ZNF410,zinc finger protein 410,57862,uc001xoz.3,NM_021188
14895,ENSG00000229018,HGNC:33515,Approved,PMS2P7,"PMS1 homolog 2, mismatch repair system component pseudogene 7",100101440,,NR_130940
14896,ENSG00000178075,HGNC:25252,Approved,GRAMD1C,GRAM domain containing 1C,54762,uc003eaq.5,NM_017577
14897,ENSG00000112118,HGNC:6945,Approved,MCM3,minichromosome maintenance complex component 3,4172,uc063ozz.1,NM_001270472
14898,ENSG00000101542,HGNC:1760,Approved,CDH20,cadherin 20,28316,uc002lif.3,NM_031891
14899,ENSG00000014138,HGNC:30073,Approved,POLA2,"DNA polymerase alpha 2, accessory subunit",23649,uc001odj.4,NM_002689
14900,ENSG00000171962,HGNC:25384,Approved,DRC3,dynein regulatory complex subunit 3,83450,,NM_031294
14901,ENSG00000228040,,,,,,,
14902,ENSG00000198590,HGNC:24082,Approved,APRG1,APRG1 tumor suppressor candidate,339883,uc062ida.1,NR_126512
14903,ENSG00000172590,HGNC:16655,Approved,MRPL52,mitochondrial ribosomal protein L52,122704,uc001wgx.5,NM_180982
14904,ENSG00000102024,HGNC:9091,Approved,PLS3,plastin 3,5358,uc004eqd.4,NM_001136025
14905,ENSG00000099381,HGNC:29010,Approved,SETD1A,"SET domain containing 1A, histone lysine methyltransferase",9739,uc002ead.2,NM_014712
14906,ENSG00000167355,HGNC:19599,Approved,OR51B5,olfactory receptor family 51 subfamily B member 5,282763,uc057yhn.1,NM_001005567
14907,ENSG00000261589,,,,,,,
14908,ENSG00000018625,HGNC:800,Approved,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,477,uc001fvc.4,NM_000702
14909,ENSG00000009830,HGNC:19743,Approved,POMT2,protein O-mannosyltransferase 2,29954,uc001xti.3,NM_013382
14910,ENSG00000049283,HGNC:18235,Approved,EPN3,epsin 3,55040,uc002ira.5,NM_017957
14911,ENSG00000258882,,,,,,,
14912,ENSG00000263797,,,,,,,
14913,ENSG00000154370,HGNC:16281,Approved,TRIM11,tripartite motif containing 11,81559,uc001hss.4,NM_145214
14914,ENSG00000081087,HGNC:21652,Approved,OSTM1,osteoclastogenesis associated transmembrane protein 1,28962,uc003psd.3,NM_014028
14915,ENSG00000232149,HGNC:26443,Approved,FERP1,FER tyrosine kinase pseudogene 1,553112,,NG_005390
14916,ENSG00000183128,HGNC:23458,Approved,CALHM3,calcium homeostasis modulator 3,119395,uc001kxg.4,NM_182494
14917,ENSG00000115525,HGNC:10872,Approved,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869,uc002sqq.2,NM_003896
14918,ENSG00000198727,HGNC:7427,Approved,MT-CYB,mitochondrially encoded cytochrome b,4519,uc033dmn.2,YP_003024038
14919,ENSG00000177697,HGNC:1630,Approved,CD151,CD151 molecule (Raph blood group),977,uc001lrz.4,NM_004357
14920,ENSG00000144278,HGNC:23242,Approved,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,114805,uc002tyr.5,NM_052917
14921,ENSG00000230987,,,,,,,
14922,ENSG00000120658,HGNC:25474,Approved,ENOX1,ecto-NOX disulfide-thiol exchanger 1,55068,uc001uzc.5,NM_017993
14923,ENSG00000256060,HGNC:10710,Approved,TRAPPC2B,trafficking protein particle complex subunit 2B,10597,uc002qok.2,NM_001355204
14924,ENSG00000250625,,,,,,,
14925,ENSG00000152034,HGNC:20867,Approved,MCHR2,melanin concentrating hormone receptor 2,84539,uc003pqh.1,NM_032503
14926,ENSG00000204394,HGNC:12651,Approved,VARS1,valyl-tRNA synthetase 1,7407,uc011gfl.3,NM_006295
14927,ENSG00000196290,HGNC:13390,Approved,NIF3L1,NGG1 interacting factor 3 like 1,60491,uc061rgx.1,NM_021824
14928,ENSG00000175611,HGNC:27858,Approved,ERCC6L2-AS1,ERCC6L2 antisense RNA 1,100128782,uc064unj.1,NR_023389
14929,ENSG00000108878,HGNC:1405,Approved,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1,786,uc002jfu.4,NM_000727
14930,ENSG00000164167,HGNC:17017,Approved,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",11157,uc003ikq.5,NM_007080
14931,ENSG00000228189,HGNC:27847,Approved,LINC02843,long intergenic non-protein coding RNA 2843,286238,,NR_144626
14932,ENSG00000183770,HGNC:1092,Approved,FOXL2,forkhead box L2,668,uc003esw.3,NM_023067
14933,ENSG00000116990,HGNC:7555,Approved,MYCL,"MYCL proto-oncogene, bHLH transcription factor",4610,,NM_001033082
14934,ENSG00000124664,HGNC:17257,Approved,SPDEF,SAM pointed domain containing ETS transcription factor,25803,uc003ojq.3,NM_012391
14935,ENSG00000148604,HGNC:9990,Approved,RGR,retinal G protein coupled receptor,5995,uc001kdd.2,NM_002921
